,author,content,description,publishedAt,source,title,url,urlToImage,count
37,By CHRISTOPHER BODEEN  Associated Press,"Around 500 Japanese business leaders will accompany Prime Minister Shinzo Abe when he visits Beijing this week, amid an ongoing China-U.S. trade feud that is hurting industries on both sides. A Japanese government official speaking on routine condition of ano… [+566 chars]","seattlepi.com Abe to bring business leaders to Beijing amid US trade spat Miami Herald Around 500 Japanese business leaders will accompany Prime Minister Shinzo Abe when he visits Beijing this week, amid an ongoing China-U.S. trade feud that is hurting indust…",2018-10-22 04:45:00,"{'id': None, 'name': 'Miamiherald.com'}",Abe to bring business leaders to Beijing amid US trade spat - Miami Herald,https://www.miamiherald.com/news/business/article220425580.html,https://www.miamiherald.com/wps/source/images/miamiherald/facebook.jpg,1
38,,"To continue, please click the box below to let us know you're not a robot.","Bloomberg Turkey's Leaks Are Undermining the Khashoggi Investigation Bloomberg It was a news cycle within a news cycle. On Thursday, a Turkish official told ABC News that U.S. Secretary of State Mike Pompeo, on his recent visit to Istanbul, heard a recording …",2018-10-22 05:01:37,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Turkey's Leaks Are Undermining the Khashoggi Investigation - Bloomberg,https://www.bloomberg.com/tosv2.html?vid=&uuid=106f2770-d5bf-11e8-992e-799422568edb&url=L3ZpZXcvYXJ0aWNsZXMvMjAxOC0xMC0yMi9raGFzaG9nZ2ktaW5xdWlyeS11bmRlcm1pbmVkLWJ5LWVyZG9nYW4tYW5kLXR1cmtleS1zLWxlYWtz,,1
39,https://www.facebook.com/bbcnews,"If you want to get this briefing by email, sign up here 'Just stop making cigarettes' Image copyright Science Photo Library ""Staggering hypocrisy."" That's the verdict of charity Cancer Research after one of the world's biggest tobacco firms launched an advert… [+5129 chars]","BBC News News Daily: Smoking firm 'hypocrisy' and Khashoggi murdered BBC News By Suzanne Bearne, business reporter, BBC News. Samir Desai first discussed his big vision with two old university mates when they met up for a few pints in a bar in central London …",2018-10-22 05:16:55,"{'id': None, 'name': 'Bbc.com'}",News Daily: Smoking firm 'hypocrisy' and Khashoggi murdered - BBC News,https://www.bbc.com/news/uk-45934493,https://ichef.bbci.co.uk/news/1024/branded_news/DCE1/production/_103954565_mediaitem101784646.jpg,1
40,Guardian Staff,"Top story: Time to play for team Raab Good morning briefers. Im Martin Farrer and these are the top stories you need to be across this Monday am. Another week, another crunch moment for Theresa May as she attempts to sell Brexit to her party, the country and … [+8479 chars]",Prime minister will face party critics with Commons appearance today … Australia apologises to child abuse victims … Cold snap means winter is coming Good morning briefers. I’m Martin Farrer and these are the top stories you need to be across this Monday am. …,2018-10-22 05:27:45,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}","Monday briefing: We're 95% of the way to Brexit, May to claim",https://www.theguardian.com/world/2018/oct/22/monday-briefing-were-95-of-the-way-to-brexit-may-to-claim,https://i.guim.co.uk/img/media/e9480bff422e7961c049e33d47eeec6009f2ce23/582_0_3642_2185/master/3642.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=2af513b8ad674f74fbce79ec4d955909,1
41,Dale Vile,"Reader study Even the best software goes wrong from time to time. So, what exactly happens when it throws a wobbly, especially when it's a key component in a production environment? Whether it's a total crash, a transaction failure, or the mangling of importa… [+1673 chars]","We need your help in understanding how software issues are solved in production environments Reader study Even the best software goes wrong from time to time. So, what exactly happens when it throws a wobbly, especially when it's a key component in a producti…",2018-10-22 05:30:06,"{'id': None, 'name': 'Theregister.co.uk'}","The code's crashed again, but why? Tell us your war stories of bugs found – and bugs fixed",https://www.theregister.co.uk/2018/10/22/reader_study_applications/,https://regmedia.co.uk/2017/03/22/frustration_shutterstock.jpg,1
42,Joanna Moorhead,"N erina Ramlakhan remembers when her daughter was a toddler, and how if she got too tired she would be unable to switch off. There was a healthy level of tiredness, she says. But if she went beyond that, she would be running on a kind of false energy. And the… [+6600 chars]","We’re used to seeing toddlers who can’t switch off at bedtime. But some experts think that our ‘always on’ lifestyles mean that many adults have the same problem Nerina Ramlakhan remembers when her daughter was a toddler, and how if she got too tired she woul…",2018-10-22 06:00:23,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Can’t sleep? Perhaps you’re overtired,https://www.theguardian.com/lifeandstyle/2018/oct/22/cant-sleep-perhaps-youre-overtired,https://i.guim.co.uk/img/media/b779d08d21d8f1ead6a47e388f85c203e479b05f/76_173_5176_3105/master/5176.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=4713908b5caeebbebd73d508e70419b7,1
43,AP,"By: AP | Beijing | Published: October 22, 2018 12:53:11 pm Japan PM Shinzo Abe. (Source: AP) Around 500 Japanese business leaders will accompany Prime Minister Shinzo Abe when he visits Beijing this week, amid an ongoing China-US trade feud that is hurting in… [+722 chars]",China is Japan's biggest trade partner and that relationship has taken on added importance following President Donald Trump's decision to raise tariffs on USD 250 billion of Chinese goods.,2018-10-22 07:23:11,"{'id': None, 'name': 'Indianexpress.com'}",Japan PM Shinzo Abe to take 500 business leaders to Beijing amid US trade spat,https://indianexpress.com/article/world/japan-pm-shinzo-abe-to-bring-business-leaders-to-beijing-amid-us-trade-spat-5412351/,https://images.indianexpress.com/2018/03/abe-ap-759.jpg?w=759,1
44,TMG,"R ecently, US academic Yasheng Huang posed the question in The Wall Street Journal: Jack Ma is retiring. Is Chinas economy losing steam? By the same logic, Elon Musks forced step-down as chairman of Tesla should prompt the question: is the US economy experien… [+5711 chars]","Telegraph.co.uk Truth is also the first casualty in China's trade war with the US Telegraph.co.uk Short term, China is adjusting to US tariffs. In the long term, the economy is rebalancing as growth sources shift from investment and exports to consumption and…",2018-10-22 07:24:30,"{'id': 'the-telegraph', 'name': 'The Telegraph'}",Truth is also the first casualty in China's trade war with the US - Telegraph.co.uk,https://www.telegraph.co.uk/news/world/china-watch/business/casualties-of-china-us-trade-war/,https://www.telegraph.co.uk/content/dam/news/china-watch/2018/china-watch-online/Truth-also-first-casualty-in-trade-war-xlarge.jpg,1
45,Business Insider Australia,"US President Donald Trump has no intention of de-escalating trade tensions with China, according to Axios citing three unnamed sources with knowledge of his private conversations, believing instead that more time is required to make ""Chinese leaders to feel m… [+3348 chars]","Business Insider Trump has no intention of backing down from his trade war — and wants to see China 'feel more pain' Business Insider US President Donald Trump has no intention of de-escalating trade tensions with China, according to Axios, citing three unnam…",2018-10-22 08:07:59,"{'id': 'business-insider', 'name': 'Business Insider'}",Trump has no intention of backing down from his trade war — and wants to see China 'feel more pain' - Business Insider,https://www.businessinsider.com/axios-report-says-trump-will-not-back-down-from-china-trade-war-2018-10,https://amp.businessinsider.com/images/5a452526b0bcd533198b7254-1334-667.jpg,1
46,Zeenat Saberin,New Delhi - A multi-billion dollar deal for 36 Rafale French fighter jets has got the ruling Bharatiya Janata Party (BJP) and the opposition in India at loggerheads. Over 100 left-affiliated organisations will hold week-long protests across the country beginn… [+5265 chars],"Week-long protests planned against what opposition alleges is a ""corrupt"" deal favouring a business tycoon.",2018-10-22 09:57:03,"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Opposition protests in India over 'corrupt' French jets deal,https://www.aljazeera.com/news/2018/10/opposition-protests-india-corrupt-french-jets-deal-181022090934345.html,https://www.aljazeera.com/mritems/Images/2018/10/22/b49478a396174b0ca74ff0dd7c8a38e0_18.jpg,1
47,"Daniel Moattar in Frederick county, Maryland","On a typical day the Frederick county detention center in Maryland holds 51 undocumented immigrants who earn the county more than $4,000 a day from their cells. For Frederick countys sheriff, Chuck Jenkins, a Trump ally who Fox News calls Americas second-toug… [+7481 chars]","Chuck Jenkins’ work with Immigration and Customs Enforcement has turned into a fiscal and political goldmine On a typical day the Frederick county detention center in Maryland holds 51 undocumented immigrants who earn the county more than $4,000 a day from th…",2018-10-22 10:00:07,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",‘The next Joe Arpaio’: the Maryland sheriff praised by Fox and Trump,https://www.theguardian.com/us-news/2018/oct/22/frederick-county-chuck-jenkins-donald-trump-immigration-ice,https://i.guim.co.uk/img/media/5ac70726e9a6038db3c2cd816bcf1ad45a06abc9/0_98_3600_2160/master/3600.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=3d0dcab73694479c1bad6c74b27eb317,1
48,Cory Doctorow,"Lawrence Lessig was once best-known as the special master in the Microsoft Antitrust Case, then he was best known as the co-founder of Creative Commons, then as a fire-breathing corruption fighter: in America, Compromised, a long essay (or short nonfiction bo… [+5262 chars]","Lawrence Lessig was once best-known as the special master in the Microsoft Antitrust Case, then he was best known as the co-founder of Creative Commons, then as a fire-breathing corruption fighter: in America, Compromised, a long essay (or short nonfiction bo…",2018-10-22 11:02:36,"{'id': None, 'name': 'Boingboing.net'}","America, Compromised: Lawrence Lessig explains corruption in words small enough for the Supreme Court to understand",https://boingboing.net/2018/10/22/structural-corruption.html,https://i0.wp.com/media.boingboing.net/wp-content/uploads/2018/06/2072756557_30d28a4b57_b.jpg?fit=1024%2C517&ssl=1,1
49,"Peter Bergen, CNN National Security Analyst","Peter Bergen is CNN's national security analyst, a vice president at New America and a professor of practice at Arizona State University. He is the author of ""The Osama bin Laden I know: An Oral History of al Qaeda's Leader."" (CNN) Corey A. Stewart, the Repub… [+8628 chars]","Corey A. Stewart, the Republican nominee for the Senate seat in Virginia, appeared on CNN Friday and told Anderson Cooper that Saudi journalist Jamal Khashoggi, who was killed inside the Saudi consulate in Istanbul three weeks ago, was ""a mystery guy. He's a …",2018-10-22 11:26:24,"{'id': 'cnn', 'name': 'CNN'}","Opinion: Jamal Khashoggi was a journalist, not a jihadist",https://www.cnn.com/2018/10/22/opinions/khashoggi-was-journalist-not-jihadist-bergen/index.html,https://cdn.cnn.com/cnnnext/dam/assets/181019184616-jamal-khashoggi-carrera-censura-corte-real-principe-mohammed-bin-salman-periodista-obituario-pkg-00000710-super-tease.jpg,1
50,Manish Dudharejia,"October 22, 2018 7 min read Opinions expressed by Entrepreneur contributors are their own. Nike sent shockwaves around the world in a matter of minutes with its 30th anniversary ad campaign. Television commercials, print and digital pieces featured Colin Kaep… [+7383 chars]","The initial outrage cost Nike some customers but sealed its relationship with a much larger, and growing, customer base.",2018-10-22 11:30:00,"{'id': None, 'name': 'Entrepreneur.com'}",4 Branding Lessons From Nike's Colin Kaepernick Ad,https://www.entrepreneur.com/article/321130,https://assets.entrepreneur.com/content/3x2/2000/20181018151535-GettyImages-10293123821.jpeg,1
